id,doi,term,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/2769420,10.2307/2769420,Subtle,Social Conflict and Psychic Conflict,Thomas M. French,American Journal of Sociology,44,6,1939-05-01T00:00:00Z,pp. 922-931,The University of Chicago Press,fla,,"Psychic conflict and social conflict may profitably be regarded as analogous phenomena. Moreover, most social conflicts usually involve large numbers of individuals in psychic conflicts, either overt or latent. Out of these emotional conflicts arise mass delusions and mass phobias analogous to those encountered by the psychiatrist in individual patients. The therapeutic effect of insight upon individual neuroses suggests an analogous possibility of favorably influencing ""social neuroses"" by free public discussion."
10.1086/231168,10.1086/231168,Subtle,Disaster Evacuation Behavior: Tourists and Other Transients by Thomas E. Drabek,Russell R. Dynes,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1793-1795,The University of Chicago Press,fla,,
10.2307/2782077,10.2307/2782077,Subtle,Systematic Biases in Social Perception,Ece Kumbasar AND A. Kimball Rommey AND William H. Batchelder,American Journal of Sociology,100,2,1994-09-01T00:00:00Z,pp. 477-505,The University of Chicago Press,fla,,"Members of a professional group reported on friendship ties among all members, including themselves. Multiple methods of anlysis reveal several systematic biases. In spatial representations individuals' self-perceived positions are closer to the centroid than their group-perceived positions. Graph-theoretic centrally measures show that group members tend to have highest centrality in their own digraphs, and they tend to report more ties, more reciprocated ties, and more transitive triples among those they report, as opposed to those they do not report, as friends. Despite these individuals biases, correspondense analysis provides a valid group-level representation of the friendship network."
10.2307/2764031,10.2307/2764031,Subtle,Social Systems,J. E. Boodin,American Journal of Sociology,23,6,1918-05-01T00:00:00Z,pp. 705-734,The University of Chicago Press,fla,,
10.2307/2780292,10.2307/2780292,Subtle,How to Become a Dominant French Philosopher: The Case of Jacques Derrida,Michele Lamont,American Journal of Sociology,93,3,1987-11-01T00:00:00Z,pp. 584-622,The University of Chicago Press,fla,,"How can an interpretive theory gain legitimacy in two cultural markets as different as France and the United States? This study examines the intellectual, cultural, institutional, and social conditions of legitimation of Jacques Derrida's work in the two countries and develops hypotheses about the process of legitimation of interpretive theories. The legitimation of Derrida's work resulted from a fit between it and highly structured cultural and institutional systems. In France, Derrida capitalized on the structure of the intellectual market by targeting his work to a large cultural public rather than to a shrinking group of academic philosophers. His work appealed to the intellectual public as a status symbol and as a novel and sophisticated way to deal with late 1960s politics. In the United States, Derrida and a group of prestigious literary critics reframed his theory and disseminated it in university departments of literature. His work was imported concurrently with the work of other French scholars with whom he shared a market. Derrida's support is more concentrated and stronger in one discipline than the support for other French intellectuals. In America, professional institutions and journals played a central role in the diffusion of his work, while cultural media were more central in France."
10.2307/2775822,10.2307/2775822,Subtle,Social Cleavage and Party Affiliation: Germany  Great Britain  and the United States,Morris Janowitz AND David R. Segal,American Journal of Sociology,72,6,1967-05-01T00:00:00Z,pp. 601-618,The University of Chicago Press,fla,,"Changes in social stratification underlie the decline in social-class-conflict politics in Western industrialized nations. Comparative analysis of the sources of social cleavage and party affiliation is explored by means of relatively comparable bodies of survey research data for West sermany, Great Britain, and the United States. One model of analysis, that of ""middle-majority politics,"" which emphasized the emergence of middle-class type occupations and the continuous decline of dessensus and ideologically based issues, is rejected. Instead, a model of ""consensus and cleavage"" is offered which assumes a transformation in social-class-based politics but points to the manifestation of political conflict rooted in new and more differentiated social groupings which reflect economic, professional, and bureaucratic interests. Party affiliation is most related to social class in Great Britain, next in west Germany, and least in the United States; in each nation different social-structural variables operated as the secondary basis of cleavages in party affiliation."
10.2307/2779446,10.2307/2779446,Subtle,Masking the Social in Educational Knowledge: The Case of Learning Disability Theory,James G. Carrier,American Journal of Sociology,88,5,1983-03-01T00:00:00Z,pp. 948-974,The University of Chicago Press,fla,,"Learning disability theory is presented to illustrate the way educational knowledge often misrecognizes and masks social influences on pupil performance. Learning disability researchers misconstrued their object of study, unexplained underachievement, interpreting it neurologically and ignoring classroom practices and events and the social forces shaping them as possible causes. As a result the theory masks societal forces as they affect academic performance. Some consequences of this masking for educational knowledge and social policy are considered. These flow the fact that the theory, like educational knowledge in general, is shaped by and thus reflects larger extra-educational forces at work in the society."
10.2307/2777203,10.2307/2777203,Subtle,Sex of Student and Instructor: A Study of Student Bias,Marianne Abeles Ferber AND Joan Althaus Huber,American Journal of Sociology,80,4,1975-01-01T00:00:00Z,pp. 949-963,The University of Chicago Press,fla,,"This study explores the posibility that women sabotage themselves by a collective antiwoman bias, as alleged in Goldberg's widely cited conclusion that women are prejudiced against women professionals. With 1,291 college students as respondents, this study hypothesized that men are more likely than women to show bias against women teachers or scholars. When former college teachers were evaluated, men students ranked women less favorably than men, but women students ranked men less favorably than women. Although a substantial minority of students had no sex preference for instructor in any size of class, among those who did, more preferred men teachers than women, and the larger the class, the greater was the preference for a man teacher. Men were slightly more likely than women to agree with an opinion attributed to a scholar of the same sex. This study fails to support Goldberg's conclusion and points out the need for replication."
10.2307/2763076,10.2307/2763076,Subtle,The Failure of the Country School in the Modern City,Joseph K. Hart,American Journal of Sociology,18,1,1912-07-01T00:00:00Z,pp. 92-114,The University of Chicago Press,fla,,
10.2307/2777505,10.2307/2777505,Subtle,Durkheim's Theory of Anomie,Stephen R. Marks,American Journal of Sociology,80,2,1974-09-01T00:00:00Z,pp. 329-363,The University of Chicago Press,fla,,"This paper traces Durkheim's theory of anomie as it emerges and develops throughout his career . It is argued that the major development did not occur until after the publication of Suicide, notwith standing Durkheim's interpreters' persistence in treating Suicide as the final statement of this theory. It is also shown how Durkheim remained most comfortable dealing with microsociological levels of analysis, and how his growing recognition of anomie as a macro-problem rendered it inherently insoluble as a problem, given his practical-humanistic orientation. In this connection, Durkheim's shifting and uncertain remedial proposals-occupational, political, educational, and ""creation and renewal""-are traced and critically analyzed on his own terms."
10.2307/2781382,10.2307/2781382,Subtle,Culture as Class Symbolization or Mass Reification? A Critique of Bourdieu's Distinction,David Gartman,American Journal of Sociology,97,2,1991-09-01T00:00:00Z,pp. 421-447,The University of Chicago Press,fla,,"Pierre Bourdieu's theory of culture as a system of symbols furthering a misrecognition of class is critically compared to the Frankfurt school's theory of culture as reifying cimmodities furthering an unrecognition of class. Because of their approaches to history, both theories recognize only part of the complex reality of modern capitalist culture. Bourdieu's ahistorical structuralism fails to grasp the historical changes produced in culture by capitalism, while critical theory's essentialism fails to specify the concrete factors mediating the historical effects of capitalism on culture. As a corrective to both, a neo-Marxist theory is developed that grasps the totality of capitalist culture by grounding the effects of class on culture in concrete, historical class struggle."
10.2307/2777980,10.2307/2777980,Subtle,Changing Public Policy: The Impact of Public Opinion  Antiwar Demonstrations  and War Costs on Senate Voting on Vietnam War Motions,Paul Burstein AND William Freudenburg,American Journal of Sociology,84,1,1978-07-01T00:00:00Z,pp. 99-122,The University of Chicago Press,fla,,"A new approach to the study of legislative change enables us to deal directly and quantitatively with questions about how long-term changes in public policy come about. The approach is applied to the aggregate change of mind by the U.S. Senate as it moved from support of the Vietnam war to opposition from 1964 to 1973. Substantively, cumulative war costs, public opinion, and antiwar demonstrations all had significant effects on Senate roll call outcomes, but they were so highly intercorrelated that their separate effects could not be disentangled. In addition, demonstrations taking place in the months before a vote had a slight positive impact on the number of dovish votes received by motions. The 1970 invasion of Cambodia seems to have led to a significant turning point in the way the Senate dealt with the war. The general strengths and weaknesses of the new approach are assessed. It opens a new area to statistical inquiry and generates a number of novel questions that should lead to additional research."
10.2307/2769423,10.2307/2769423,Subtle,Social Interaction: The Problem of the Individual and the Group,Louis Wirth,American Journal of Sociology,44,6,1939-05-01T00:00:00Z,pp. 965-979,The University of Chicago Press,fla,,
10.2307/2781067,10.2307/2781067,Subtle,Inequality among Equals: Embedding Market and Authority in League Sports,Eric M. Leifer,American Journal of Sociology,96,3,1990-11-01T00:00:00Z,pp. 655-683,The University of Chicago Press,fla,,"In league sports, the regulatory authority of leagues is thought to counter market pressures that would otherwise concentrate player talent in SMSAs with the largest market potential. The presumed opposition between authority and markets is not supported by league histories in the four major team sports. These histories show that, contrary to expectations, market potential has the greatest influence on winning when league authority is formally strongest. Market potential has no influence on performance when league authority is opposed by antitrust law, player unions, rival leagues, or league members. To explain this anomaly, authority and market relations must both be seen as embedded within the multiplex relations among team owners. These relations changed dramatically with the rise of national audiences in the past three decades. Inequality among equals replaced inequality among unequals as the support of a rootless national audience replaced rooted and unequal local audiences, altering the opportunity context of owners."
10.1086/231209,10.1086/231209,Subtle,Manifesto for a Relational Sociology,Mustafa Emirbayer,American Journal of Sociology,103,2,1997-09-01T00:00:00Z,pp. 281-317,The University of Chicago Press,fla,,"Sociologists today are faced with a fundamental dilemma: whether to conceive of the social world as consisting primarily in substances or processes, in static ""things"" or in dynamic, unfolding relations. Rational‐actor and norm‐based models, diverse holisms and structuralisms, and statistical ""variable"" analyses continue implicitly or explicitly to prefer the former point of view. By contrast, this ""manifesto"" presents an alternative, ""relational"" perspective, first in broad, philosophical outlines, then by exploring its implications for both theory and empirical research. In the closing pages, it ponders some of the difficulties and challenges now facing relational analysis, taking up in turn the issues of boundaries and entities, network dynamics, causality, and normative implications."
10.1086/231158,10.1086/231158,Subtle,The Enchantment of Sociology: A Study of Theology and Culture by Kieran Flanagan,Richard K. Fenn,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1773-1776,The University of Chicago Press,fla,,
10.2307/2765314,10.2307/2765314,Subtle,A Program for Criminological Research,Arthur Evans Wood,American Journal of Sociology,33,3,1927-11-01T00:00:00Z,pp. 431-443,The University of Chicago Press,fla,,"The extent of popular interest in the problem of crime makes it desirable to orient methods of attack from the point of view of research. But there are many obstacles to research in this field, viz., the complexity of the material, the paucity of statistical data, the difficulties of controlled experimentation. the existence of dogmatic interpretations, and the corrupt and predatory interests that are adverse to research. Three main lines of inquiry are open to us: legal, statistical, and sociological, Legal research is now being prosecuted relative to the administration of the criminal law; but, at best, the law is somewhat external to problems of criminology. Its outlook is not conspicuously that of science, except where legal procedure has become socialezed. In regard to criminal statistics we may say that the statistical method of accumulation and correlation, while informing us of general tendencies, does not give us causes in specific instances, nor does it reveal the selfhood of the criminal, which is the real criminologic problem. This latter is reached only through a truly sociological method, which interprets behavior in terms of organic impulse and of social conditions, and of their mutually interacting relationship. The two indispensable devices for the sociologist in this matter are the individual case history and the community case history. The technique of the former is well known; that of the latter needs further development and application. Fortunately, research projects are now under way or contemplated, for the correlation of these two forms of the sociologic approach."
10.2307/2766608,10.2307/2766608,Subtle,Co-Operation Among Animals,W. C. Allee,American Journal of Sociology,37,3,1931-11-01T00:00:00Z,pp. 386-398,The University of Chicago Press,fla,,"Social life seems to have its roots in a fundamental trait or property of all living matter by which survival is one function of the aggregation of organisms. From this stage life has evolved to greater independence of close proximity; survival values accrue then from groupings tropistically produced-individuals collected in response to common environmental conditions. In the final stage, individuals show minimum reactions as separate units and respond mainly as members of a group. As a result of the working of the two principles of the struggle for existence and of co-operation, and through a process of emergent evolution, man has developed social groups."
10.1086/231346,10.1086/231346,Subtle,Teen Mothers and the Revolving Welfare Door by Kathleen Mullan Harris,Sandra K. Danziger,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1154-1156,The University of Chicago Press,fla,,
10.2307/2771795,10.2307/2771795,Subtle,Marriage Offers in a Yiddish Newspaper-1935 and 1950,Emil Bend,American Journal of Sociology,58,1,1952-07-01T00:00:00Z,pp. 60-66,The University of Chicago Press,fla,,"Two small random samples of marriage advertisements in the New York Yiddish newspaper The Day were analyzed to find out in what terms the submitters of the marriage offers advertised themselves and what qualities they desired in a prospective mate. In the 1950 sample, personal qualities predominated, though there were economic desiderata. In 1935 economic factors were thought more important, sometimes even being listed as the only desired traits in a husband. In all the advertisements Jewishness received insignificant attention as either a self-advertised or a desired quality."
10.1086/653599,10.1086/653599,Subtle,The Oncomouse That Roared: Hybrid Exchange Strategies as a Source of Distinction at the Boundary of Overlapping Institutions,Fiona Murray,American Journal of Sociology,116,2,2010-09-01T00:00:00Z,pp. 341-388,The University of Chicago Press,fla,,"Conventional wisdom suggests that when institutional logics overlap, the production of hybrids signifies collapse, blending, or easy coexistence. The author provides an alternative interpretation: hybrids can maintain a distinctive boundary and can emerge from contestation, not coexistence. This alternative interpretation is grounded in an analysis of a critical moment at the academic‐commercial boundary: the enforcement of patents to a key technology on academic geneticists. In their reaction to commercial encroachment, skilled actors (scientists) took the resources of the commercial logic and transformed their meaning to establish hybrid strategies that preserved the distinctive institutions. Thus, hybrids must be reconsidered as emerging from conflict and produced through boundary work to maintain the distinction and resilience of logics."
10.1086/318961,10.1086/318961,Subtle,Offering a Job: Meritocracy and Social Networks,Trond Petersen AND Ishak Saporta AND Marc-David L. Seidel,American Journal of Sociology,106,3,2000-11-01T00:00:00Z,pp. 763-816,The University of Chicago Press,fla,,"This study focuses on the impact of sex, race, and social networks, to analyze the hiring process in a midsized high‐technology organization, using information on all 35,229 applicants in a 10‐year period (1985–94). For gender, the process is entirely meritocratic: age and education account for all sex differences. But even without taking into account the two meritocratic variables, there are small if no differences between men and women at all stages in the hiring process. For ethnic minorities, the process is partly meritocratic but partly reliant upon social networks. Once referral method is taken into account, all race effects disappear. In hiring, ethnic minorities are thus disadvantaged in the processes that take place before the organization is contacted. They lack access to or utilize less well the social networks that lead to high success in getting hired."
10.2307/2764591,10.2307/2764591,Subtle,"Sociology and Plato's ""Republic"". Part II",Albion W. Small,American Journal of Sociology,30,6,1925-05-01T00:00:00Z,pp. 683-702,The University of Chicago Press,fla,,"Resume of Part I. Plato formulated radical questions about society, but his method of answering them was in effect not a model but a warning. The chief significance of Plato for sociology is as an illustration of what sociology is not. This fact is shown by the course of debate or monologue in each of Books iv-x. Sociology is trying to be science, not philosophy; or if it is ultimately to merge into a realistic philosophy, it will not be aphilosophy of the dialectical type. The social philosophers, from earliest to latest, are worth study by the sociologists in the degree in which they are interpreted in the light of this destinction."
10.2307/2770226,10.2307/2770226,Subtle,The Educational Process and the Brazilian Negro,Donald Pierson,American Journal of Sociology,48,6,1943-05-01T00:00:00Z,pp. 692-700,The University of Chicago Press,fla,,"Although the class distribution of Brazilian Negroes is not dissimilar to that in the United States, the differences in implication are profound. Whereas in the United States the rise of Negro and of the mixedblood has been principally within the limits of the Negro world, in Brazil the Negro competes freely with all aspirants, white or black, to the same class; and, if he gives evidence of personal worth, his racial antecedents will be to a considerable extent overlooked. Black, mulattoes, and whites are to be found participating together on all educational levels. Segregated schools are unknown. African customs and rituals, practiced on the lower-class level and party fused into the culture even at the upper levels, are gradually losing their hold of Negro youth because of disparagement by prestige-bearing members of the European community. This process facilitates the education of Negro youth in European habits and ideas."
10.1086/231152,10.1086/231152,Subtle,Alcoholics Anonymous as a Mutual-Help Movement: A Study in Eight Societies by Klaus Makela et al.,Paul M. Roman,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1762-1764,The University of Chicago Press,fla,,
10.2307/2770597,10.2307/2770597,Subtle,Reactions of Educated Germans to Defeat,Clifford Kirkpatrick,American Journal of Sociology,54,1,1948-07-01T00:00:00Z,pp. 36-47,The University of Chicago Press,fla,,"Check-list responses were obtained from ninety-one educated Germans in the summer of 1945, disclosing values, resentments, and guilt feelings and seeking to reveal personality mechanisms, especially a redirection of aggression from Allies to Nazis resulting from the frustration of bombing experience. The replies indicated relatively little blame of Allies, awareness of hypocrisy in Germany, wishful projection, inclination to pleasant value choices, and condemnation of bombing. Bombing effects suggested a diversion of aggression from Allies to Nazis and declining morale. The responses showed great tension and confusion concerning responsibility for the Hitler regime and its atrocities. There were both humble and defensive reactions and an association between the frustration of personal bomb suffering and spontaneously expressed aggresive anti-Nazi feeling."
10.2307/2768727,10.2307/2768727,Subtle,Reflections on Communication and Culture,Robert E. Park,American Journal of Sociology,44,2,1938-09-01T00:00:00Z,pp. 187-205,The University of Chicago Press,fla,,"Communication like language is symbolic and impersonal, as is, for example, mathematics. It is, on the other hand, expressive and personal like music. Both forms of communication function in bringing about those understandings between individuals and peoples which are the substance-the warp and woof-of culture. The social function of communication seems to be to bring about and maintain understanding and cultural solidarity among individuals and societies. It may be contrasted with the social function of competition which is to bring about an orderly distribution and a division of labor between individuals and societies. This division of labor, so far as it is brought about by competition, involves the individuation of the competing units. Competition and communication may thus be said to suplement each other, since communication operates as an integrating and socializing principle, while competition is the principles of individuation. More specifically, communication may be said to operate in two dimensions. On the one hand, it serves to bring about a diffusion of cultural traits and so widen the cultural area within which socia relations may exist. On the other hand, communication, in so far as it brings diverse cultural influences into focus at some center of communication, like the rural village or metropolitan city, tends the bring into the common understanding new ideas-ideas that inevitably arise in the ferment, confusion, and conflict of the acculturation process. The processes of diffusion and acculturation seem to take place in the manner and under the conditions in which news is collected and diffused. It is characteristic of news that it circulates as far as its message is understood and seems important. It is probable, however, that the cinema, which circulates not news, but pictures, is more devastating in its effects upon local cultures and in bringing the widely dispersed people of the world within the influence of a single culture of civilization than is the news proper."
10.2307/2782353,10.2307/2782353,Subtle,Families and Funny Mirrors: A Study of the Social Construction and Personal Embodiment of Humor,Jack katz,American Journal of Sociology,101,5,1996-03-01T00:00:00Z,pp. 1194-1237,The University of Chicago Press,fla,,"Based on participant observation and videotapes, this article examines laughter in a Parisian funhouse. Three central contingencies of an initial metamorphosis, from sober dispositions to doing laughter, are specified. The would-be laugher must collaboratively construct the presumption that another person shares his or her perspective on the mirror's reflections, develop mutually untenable definitions of a person and that person's reflections, and display a corporeal appreciation of the sensed juxtaposition. Each of these dimensions is altered when participants undergo a second metamorphosis, a shift to being done by the spirit raised. A final section analyzes the trascendent powers of family relations as they play on glaces bizarres."
10.2307/3003885,10.2307/3003885,Subtle,Collective Knowledge of Public Events: The Soviet Era from the Great Purge to Glasnost,Howard Schuman AND Amy D. Corning,American Journal of Sociology,105,4,2000-01-01T00:00:00Z,pp. 913-956,The University of Chicago Press,fla,,"We explore the knowledge of a probability sample of Russians in 1994 about nine events that occurred within the past 60 years. We consider three competing hypotheses about how knowledge relates to age: (1) adolescence and early adulthood constitute a critical age for acquiring knowledge of public events; (2) the unique content of an event creates age relations; (3) the primary influence on knowledge is a period effect. We also hypothesize that ""years of education"" has two different meanings in relation to knowledge: one about socialization that promotes state-approved images of the past, and the other about development of a cognitive sophistication that challenges such images. Partial support for each hypothesis is reported. The relation of collective knowledge to collective memory is also considered."
10.2307/2777411,10.2307/2777411,Subtle,Socialization for Impending Death in a Retirement Village,Victor W. Marshall,American Journal of Sociology,80,5,1975-03-01T00:00:00Z,pp. 1124-1144,The University of Chicago Press,fla,,"Sociologists and gerontologists have frequently noted that the necesity for learning new social roles continues throughout the life cycle. Thus, Riley et al. (1969) argue that, in addition to myriad small adjustements, ""major adjustments are also required as the occupational role gives way to one of leisure-in-retirement; as the combined roles of spouse-and-parent shift, after the children leave home, to the role of spouse without parental responsibilities, and later to widowhood; as relationships to descendant kin proliferate to grandchildren, great-grandchildren, and numerous in-laws; and as preparation is made for ultimate death."" This paper focuses on the last of these ""major adjustments""-""preparation... for ultimate death""-and argues that congregate living facilities can provide optimal settings for this form of socialization. It views a retirement village as a relatively ""non-total"" (Goffman 1961) ""people-processing institution"" in which residents themselves devise means for their collective socialization for impending death. I Suggest that we can learn from this setting about the conditions favorable to successful socialization."
10.2307/2775821,10.2307/2775821,Subtle,Incest Taboos and Social Solidarity,Frank W. Young,American Journal of Sociology,72,6,1967-05-01T00:00:00Z,pp. 589-600,The University of Chicago Press,fla,,"Incest taboos, defined broadly as prohibitions on emotional alliances among ingroup members, may be interpreted as one of a range of indicators of high solidarity. The ""incest taboo problem"" therefore dissolves because the real object of explanation is solidarity. Specific hypotheses are elaborated and a cross-cultural test of the interpretation is proposed. Functional interpretations that stress the preservation of existing role relations, although superficially similar, are seen to lead to different research consequences. Case material on the emotional aversions among age mates in collective settlements in Israel, between sons and adopted daughters in aiwanese families, and the incestous marriages of Egyptian royalty are interpreted."
10.1086/231349,10.1086/231349,Subtle,A History of the Family: vol. 1  Distant Words  Ancient Worlds; vol. 2  The Impact of Modernity  edited by André Burguière  Chistiane Klapisch-Zuber  Martine Segalen  and François Zonabend,Rosanna Hertz,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1160-1164,The University of Chicago Press,fla,,
10.2307/2762403,10.2307/2762403,Subtle,The Opium Trade in the Dutch East Indies. II,J. F. Scheltema,American Journal of Sociology,13,2,1907-09-01T00:00:00Z,pp. 224-251,The University of Chicago Press,fla,,
10.1086/231133,10.1086/231133,Subtle,Trust in Modern Societies: The Search for the Bases of Social Orderby Barbara A. Misztal,Chris Snijders,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1724-1725,The University of Chicago Press,fla,,
10.1086/210280,10.1086/210280,Subtle,Cultural Software: A Theory of Ideology by J. M. Balkin,Susan Silbey,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 252-254,The University of Chicago Press,fla,,
10.2307/2764272,10.2307/2764272,Subtle,Studies in the Sociology of Religion II. Religion and American Sectionalism. The Pennsylvania German,Heinrich H. Maurer,American Journal of Sociology,30,4,1925-01-01T00:00:00Z,pp. 408-438,The University of Chicago Press,fla,,"Scientific hypothesis: For the study of the significance of religion as a principle of structural and functional individuation, the German religious groups in America furnish perfect clinical cases. In the case of the Pennsylvania German, the Lutheran traditionalism of faith has become a radiant center for the integration of a consciousness of self, of difference and of kind. A historical creed has here rationalized the process of life upon terms of its own. By conditioning an ego it determined the development of its organs of self-preservation, a functional type ideal, a specific societal technique, a language, a school system. It thus determined the performance of that type as a socius: his function in the social constitution and in the creation of values. By indicating distinct mind frontiers, by sanctioning terms of dissociation as well as consociation, religion appears here as the grandam of sectionalism and as a vital condition of the social process in America."
10.2307/2776030,10.2307/2776030,Subtle,Status Inconsistency and Interaction: Some Alternative Models,Hubert M. Blalock AND Jr.,American Journal of Sociology,73,3,1967-11-01T00:00:00Z,pp. 305-315,The University of Chicago Press,fla,,"Since an identification problem arises in attempts to test a status inconsistency theory, one cannot associate an inconsistency effect in any simple way with the empirically determined interaction term. The existence of interaction can, however, be taken as weak evidence in favor of an inconsistency effect, provided that alternative explanations for interaction can be eliminated. Several mathematical models of inconsistency are explored,with a view to finding implications of rather weak assumptions regarding the directions and order relationship among main and inconsistency effects."
10.2307/2776129,10.2307/2776129,Subtle,Unintended Effects of Parental Aspirations: The Case of Children's Cheating,Leonard I. Pearlin AND Marian Radke Yarrow AND Harry A. Scarr,American Journal of Sociology,73,1,1967-07-01T00:00:00Z,pp. 73-83,The University of Chicago Press,fla,,"Cheating represents a large class of behavior whose a acquisition is the unintended consequence of unrecognized conditions. Observations were made of seventy-nine working-and middle-class boys and girls while engaged at two achievement tasks, one with their mothers and the other with their fathers. Children were most likely to cheat when their parents exerted pressure on them to succeed. Parental pressure, in turn, comes about when parents entertain high aspirations for their children coupled with limited resources. Neither high aspirations with more ample material resources nor limited resources with more modest aspirations are as apt to result in parental pressure and its consequent cheating by children. Cheating can thus be an unwitting result of striving after culturally valued goals under conditions of limited opportunity."
10.1086/599252,10.1086/599252,Subtle,Pathways to Meaning: A New Approach to Studying Emotions at Work,Don Grant AND Alfonso Morales AND Jeffrey J. Sallaz,American Journal of Sociology,115,2,2009-09-01T00:00:00Z,pp. 327-364,The University of Chicago Press,fla,,"Research on the emotional consequences of interactive service work remains inconclusive in large part because scholars have not analyzed the mechanisms that lead frontline employees to adopt the meanings disseminated by their employers. The authors argue that the theoretical framework best suited for remedying this situation is the negotiated order perspective. It suggests that whether employees adopt a corporate‐sanctioned meaning, and with what emotional effect, depends on the conjunction of several social conditions. The authors also propose a novel analytical strategy that can identify these conditional pathways and formalize the combinatorial logic of the negotiated order perspective: fuzzy‐set techniques. To illustrate the utility of this approach, the article examines a university hospital that has tried to create a more meaningful and emotionally rewarding work environment for its nursing staff. Consistent with expectations, findings show that employees can embrace the same corporate‐sanctioned meaning under different sets of conditions and with different emotional consequences."
10.1086/655753,10.1086/655753,Subtle,Replacing Members with Managers? Mutualism among Membership and Nonmembership Advocacy Organizations in the United States,Edward T. Walker AND John D. McCarthy AND Frank Baumgartner,American Journal of Sociology,116,4,2011-01-01T00:00:00Z,pp. 1284-1337,The University of Chicago Press,fla,,"Associations with a professional staff but no members (nonmembership advocacy organizations, or NMAOs) are the subject of lively debate. Many argue that their proliferation has allowed an expansion of advocacy without an accompanying growth in civic engagement. This article asks if there has been significant recent growth of NMAOs and if those organizations have displaced membership advocacy organizations (MAOs). The authors find no evidence for a proportional increase of NMAOs since the 1960s. Further, among all organizations in three populations—peace, women's issues, and human rights—NMAOs have not displaced MAOs. In particular, the authors find that MAO density shapes NMAO founding, as membership groups provide a base for professional advocacy. These findings challenge the notion that U.S. civic life has undergone a systemic transformation away from organizational forms that promote civic engagement."
10.1086/231129,10.1086/231129,Subtle,Sex Segregation and Occupational Gender Inequality in the United States: Devaluation or Specialized Training?,Tony Tam,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1652-1692,The University of Chicago Press,fla,,"This article examines two hypotheses of the wage effects of occupational sex composition in the United States: the devaluation and the specialized human capital hypothesis. With data from an expanded version of the May 1988 Current Population Survey, this study finds that differences in the length of specialized training across occupations and industries, together with a few demographic and human capital attributes, are able to completely explain all of the sex composition effects among women and men, whites and blacks. The central results are difficult to reconcile with the devaluation hypothesis but are remarkably consistent with the specialized human capital hypothesis."
10.2307/2782632,10.2307/2782632,Subtle,The Myth of the M-Form? Governance  Consent  and Organizational Change,Robert F. Freeland,American Journal of Sociology,102,2,1996-09-01T00:00:00Z,pp. 483-526,The University of Chicago Press,fla,,"Efficiency accounts of the firm arghe that the multidivisional governance structure (M-form) arose and succeeded because it reduced costs by creating a clear distinction between strategic and tactical planning. Examining new evidence in the paradigmatic case of General Motors (GM), this article shows that such approaches are poorly equipped to explain changes in the M-form. For most of its history, GM intentionally violated the axioms of efficient organization to create managerial consent. The GM case suggests that the textbook M-form may actually undermine order within the firm, thus leading to organizational decline."
10.2307/2775762,10.2307/2775762,Subtle,Party Identification at Multiple Levels of Government,M. Kent Jennings AND Richard G. Niemi,American Journal of Sociology,72,1,1966-07-01T00:00:00Z,pp. 86-101,The University of Chicago Press,fla,,"Data from a local and a national survey suggest that mixed party identifiers- persons with divergent party identifications at different levels of government-represent an analytically useful addition to current party-identification classifications. Local identifications contribute disproportionately to these mixed patterns. Mixed identifiers are a hybrid type. They tend to be as highly politicized as strict partisans, but they vote more like consistent Independents. More mixed than consistent identifiers seem to be changing their basic party identifications. Federalism appears to be a contributing factor in weakening partisan loyalties and in shifting party affiliations."
10.2307/2770821,10.2307/2770821,Subtle,Race Prejudice and Negro-White Relations in the Army,E. T. Hall AND Jr.,American Journal of Sociology,52,5,1947-03-01T00:00:00Z,pp. 401-409,The University of Chicago Press,fla,,"In three theaters during the war racial issues were found to revolve around: (1) conditioning, attitudes, and behavior patterns established in civilian life; (2) the degree of adjustment of the individual to Army life; (3) the attitudes of command at all levels; and (4) personal interrelatioships of individuals. Negro troops in the Army proved to be highly sensitive to the qualities of leadership imposed upon them, good leaders having good troops, poor leaders having trouble."
10.1086/210285,10.1086/210285,Subtle,Gatherings in Diaspora: Religious Communities and the New Immigration  edited by R. Stephen Warner and Judith G. Wittner,Matthew P. Lawson,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 263-264,The University of Chicago Press,fla,,
